timestamp,instruction,input,output,difficulty,type,context
2024-10-28T19:36:06.521104,Generate a funny joke about AI ethics and society.,Topic: fairness,"Why did the AI ethics professor get escorted out of the machine learning conference by security?
Because he kept asking for the ""Ethics Layer"" Wi-Fi password!",beginner,meta,meeting
2024-10-28T19:36:06.521112,Generate a funny joke about AI ethics and society.,"Topic: love, explainability","What did the AI ethics professor say to the neural network?
They don't - they form a focus group to ensure participatory design!",master,dad joke,lecture
2024-10-28T19:36:06.521120,Generate a funny joke about AI ethics and society.,"Topic: love, accountability, transparency","What's an AI ethics professor's favorite exercise?
Running ethical implications!",master,pun,party
2024-10-28T19:36:06.521128,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-apocalypse","What's an AI ethics professor's favorite movie?
The responsible AI shuffle!",master,meta,birthday
2024-10-28T19:36:06.521138,Generate a funny joke about AI ethics and society.,"Topic: transparency, bias, ethics","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,situational,lab
2024-10-28T19:36:06.521146,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
To help students reach a higher moral ground!",intermediate,meta,meeting
2024-10-28T19:36:06.521156,Generate a funny joke about AI ethics and society.,"Topic: accountability, ai-apocalypse","Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",beginner,meta,workshop
2024-10-28T19:36:06.521164,Generate a funny joke about AI ethics and society.,"Topic: consent, discrimination, automation","Why did the AI ethics professor get kicked out of the machine learning conference?
The responsible AI shuffle!",beginner,pun,lecture
2024-10-28T19:36:06.521171,Generate a funny joke about AI ethics and society.,"Topic: discrimination, privacy","What's an AI ethics professor's favorite way to teach?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,pun,research
2024-10-28T19:36:06.521181,Generate a funny joke about AI ethics and society.,"Topic: ethics, bias, ai-armageddon","How many AI ethics professors does it take to debug a biased model?
",master,dad joke,lecture
2024-10-28T19:36:06.521189,Generate a funny joke about AI ethics and society.,Topic: transparency,"What's an AI ethics professor's favorite exercise?
The Bias Identity!",master,wordplay,seminar
2024-10-28T19:36:06.521198,Generate a funny joke about AI ethics and society.,"Topic: privacy, ai-apocalypse, responsibility","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",advanced,dad joke,office hours
2024-10-28T19:36:06.521250,Generate a funny joke about AI ethics and society.,"Topic: ethics, consent, correctness","Why don't AI ethics professors trust GPT models?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,meta,divorce
2024-10-28T19:36:06.521259,Generate a funny joke about AI ethics and society.,"Topic: ethics, correctness","What did the AI ethics professor say to the neural network?
The responsible AI shuffle!",intermediate,situational,lecture
2024-10-28T19:36:06.521270,Generate a funny joke about AI ethics and society.,"Topic: automation, ai-apocalypse","Why don't AI ethics professors trust GPT models?
To help students reach a higher moral ground!",master,wordplay,funeral
2024-10-28T19:36:06.521277,Generate a funny joke about AI ethics and society.,Topic: explainability,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",master,meta,meeting
2024-10-28T19:36:06.521284,Generate a funny joke about AI ethics and society.,"Topic: love, privacy, apocalypse","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",intermediate,wordplay,funeral
2024-10-28T19:36:06.521292,Generate a funny joke about AI ethics and society.,Topic: ethics,"What's an AI ethics professor's favorite movie?
""The Graduate""... or at least that's what their neural network predicted after running 10,000 simulations with various input variables and weighted feedback loops.",beginner,meta,research
2024-10-28T19:36:06.521305,Generate a funny joke about AI ethics and society.,"Topic: privacy, doom","Why did the AI ethics professor bring a ladder to the deep learning lecture?
The responsible AI shuffle!",beginner,meta,meeting
2024-10-28T19:36:06.521312,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",advanced,dad joke,peer review
2024-10-28T19:36:06.521319,Generate a funny joke about AI ethics and society.,Topic: love,"What's an AI ethics professor's favorite dance move?
None, they form a committee to discuss the societal implications first!",master,dad joke,research
2024-10-28T19:36:06.521326,Generate a funny joke about AI ethics and society.,"Topic: accountability, explainability","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,meta,lab
2024-10-28T19:36:06.521334,Generate a funny joke about AI ethics and society.,"Topic: doom, ai-armageddon, apocalypse","What's an AI ethics professor's favorite exercise?
You need to work on your BIAS-ceps!",beginner,dad joke,party
2024-10-28T19:36:06.521341,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,meta,funeral
2024-10-28T19:36:06.521349,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, apocalypse","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,meta,research
2024-10-28T19:36:06.521361,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, fairness, discrimination","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",intermediate,pun,conference
2024-10-28T19:36:06.521369,Generate a funny joke about AI ethics and society.,Topic: responsibility,"What's an AI ethics professor's favorite way to teach?
You need to work on your BIAS-ceps!",intermediate,meta,wedding
2024-10-28T19:36:06.521379,Generate a funny joke about AI ethics and society.,"Topic: responsibility, consent","Why don't AI ethics professors trust GPT models?
The Bias Identity!",advanced,dad joke,peer review
2024-10-28T19:36:06.521386,Generate a funny joke about AI ethics and society.,Topic: accountability,"What's an AI ethics professor's favorite way to teach?
To get to the ethical side of the road!",beginner,dad joke,lecture
2024-10-28T19:36:06.521396,Generate a funny joke about AI ethics and society.,"Topic: fairness, bias, ai-apocalypse","Why don't AI ethics professors trust GPT models?
The Bias Identity!",intermediate,dad joke,office hours
2024-10-28T19:36:06.521403,Generate a funny joke about AI ethics and society.,"Topic: transparency, consent","What did the AI ethics professor say to the neural network?
The responsible AI shuffle!",advanced,wordplay,office hours
2024-10-28T19:36:06.521410,Generate a funny joke about AI ethics and society.,"Topic: transparency, explainability, discrimination","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,wordplay,lecture
2024-10-28T19:36:06.521418,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"What's an AI ethics professor's favorite movie?
The responsible AI shuffle!",advanced,dad joke,funeral
2024-10-28T19:36:06.521425,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, transparency","What's an AI ethics professor's favorite movie?
The Bias Identity!",master,dad joke,lecture
2024-10-28T19:36:06.521432,Generate a funny joke about AI ethics and society.,Topic: discrimination,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
To get to the ethical side of the road!",beginner,pun,seminar
2024-10-28T19:36:06.521442,Generate a funny joke about AI ethics and society.,"Topic: responsibility, accountability","What did the AI ethics professor say to the neural network?
To get to the ethical side of the road!",advanced,dad joke,lecture
2024-10-28T19:36:06.521449,Generate a funny joke about AI ethics and society.,Topic: transparency,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,situational,holiday
2024-10-28T19:36:06.521457,Generate a funny joke about AI ethics and society.,"Topic: correctness, privacy, transparency","Why did the AI ethics professor get kicked out of the machine learning conference?
They don't - they form a focus group to ensure participatory design!",intermediate,situational,lecture
2024-10-28T19:36:06.521465,Generate a funny joke about AI ethics and society.,"Topic: consent, correctness, responsibility","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,pun,workshop
2024-10-28T19:36:06.521473,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"Why did the AI ethics professor get kicked out of the machine learning conference?
You need to work on your BIAS-ceps!",intermediate,meta,office hours
2024-10-28T19:36:06.521481,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, doom","Here's a punchline that maintains the original theme but adds more layers of humor:
",intermediate,pun,funeral
2024-10-28T19:36:06.521488,Generate a funny joke about AI ethics and society.,"Topic: accountability, bias","What's an AI ethics professor's favorite dance move?
You need to work on your BIAS-ceps!",intermediate,pun,research
2024-10-28T19:36:06.521500,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, responsibility, ethics","What did the AI ethics professor say to the neural network?
Because they keep generating their own terms and conditions!",master,pun,holiday
2024-10-28T19:36:06.521508,Generate a funny joke about AI ethics and society.,Topic: bias,"What's an AI ethics professor's favorite way to teach?
To get to the ethical side of the road!",advanced,meta,divorce
2024-10-28T19:36:06.521514,Generate a funny joke about AI ethics and society.,"Topic: explainability, consent, discrimination","What's an AI ethics professor's favorite movie?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,pun,research
2024-10-28T19:36:06.521525,Generate a funny joke about AI ethics and society.,"Topic: fairness, apocalypse","What's an AI ethics professor's favorite dance move?
You need to work on your BIAS-ceps!",intermediate,meta,seminar
2024-10-28T19:36:06.521550,Generate a funny joke about AI ethics and society.,"Topic: bias, ethics","What's an AI ethics professor's favorite exercise?
Running ethical implications!",intermediate,wordplay,funeral
2024-10-28T19:36:06.521560,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,dad joke,peer review
2024-10-28T19:36:06.521571,Generate a funny joke about AI ethics and society.,"Topic: correctness, responsibility","Why did the AI ethics professor get kicked out of the machine learning conference?
The Bias Identity!",beginner,meta,seminar
2024-10-28T19:36:06.521578,Generate a funny joke about AI ethics and society.,"Topic: accountability, consent, love","What's an AI ethics professor's favorite way to teach?
To help students reach a higher moral ground!",advanced,pun,office hours
2024-10-28T19:36:06.521586,Generate a funny joke about AI ethics and society.,"Topic: explainability, correctness","What's an AI ethics professor's favorite way to teach?
You need to work on your BIAS-ceps!",advanced,meta,peer review
2024-10-28T19:36:06.521596,Generate a funny joke about AI ethics and society.,Topic: transparency,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,dad joke,funeral
2024-10-28T19:36:06.521604,Generate a funny joke about AI ethics and society.,Topic: transparency,"Why don't AI ethics professors trust GPT models?
Because they keep generating their own terms and conditions!",master,meta,office hours
2024-10-28T19:36:06.521611,Generate a funny joke about AI ethics and society.,"Topic: correctness, bias, accountability","Why did the AI ethics professor get kicked out of the machine learning conference?
The Bias Identity!",intermediate,meta,holiday
2024-10-28T19:36:06.521618,Generate a funny joke about AI ethics and society.,"Topic: ethics, transparency, explainability","Why did the AI ethics professor get kicked out of the machine learning conference?
None, they form a committee to discuss the societal implications first!",master,meta,party
2024-10-28T19:36:06.521627,Generate a funny joke about AI ethics and society.,"Topic: fairness, transparency","What's an AI ethics professor's favorite breakfast order at a cafe?
""I'll have an ETHICS-ally sound omelette, hold the bias, and a side of FAIR-trade coffee. And make sure it's not been trained on any discriminatory datasets!""",beginner,meta,party
2024-10-28T19:36:06.521636,Generate a funny joke about AI ethics and society.,Topic: explainability,"Why did the AI ethics professor get kicked out of the machine learning conference?
Running ethical implications!",advanced,dad joke,lab
2024-10-28T19:36:06.521644,Generate a funny joke about AI ethics and society.,"Topic: bias, doom","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,situational,conference
2024-10-28T19:36:06.521653,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",beginner,pun,office hours
2024-10-28T19:36:06.521661,Generate a funny joke about AI ethics and society.,"Topic: accountability, ai-apocalypse","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,dad joke,conference
2024-10-28T19:36:06.521669,Generate a funny joke about AI ethics and society.,"Topic: consent, discrimination","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,pun,peer review
2024-10-28T19:36:06.521676,Generate a funny joke about AI ethics and society.,"Topic: fairness, automation, ai-armageddon","How many ethics professors does it take to debug a biased AI model?
",master,pun,workshop
2024-10-28T19:36:06.521683,Generate a funny joke about AI ethics and society.,"Topic: fairness, privacy, ethics","How many AI ethics professors does it take to debug a biased model?
",advanced,situational,lecture
2024-10-28T19:36:06.521690,Generate a funny joke about AI ethics and society.,Topic: correctness,"What's an AI ethics professor's favorite way to teach?
To help students reach a higher moral ground!",advanced,meta,conference
2024-10-28T19:36:06.521697,Generate a funny joke about AI ethics and society.,Topic: automation,"How many AI ethics professors does it take to debug a biased model?
",master,pun,meeting
2024-10-28T19:36:06.521703,Generate a funny joke about AI ethics and society.,Topic: transparency,"What's an AI ethics professor's favorite exercise?
To get to the ethical side of the road!",master,meta,peer review
2024-10-28T19:36:06.521710,Generate a funny joke about AI ethics and society.,Topic: transparency,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,meta,lab
2024-10-28T19:36:06.521717,Generate a funny joke about AI ethics and society.,"Topic: automation, love, apocalypse","What did the AI ethics professor say to the neural network?
None, they form a committee to discuss the societal implications first!",advanced,wordplay,office hours
2024-10-28T19:36:06.521725,Generate a funny joke about AI ethics and society.,"Topic: discrimination, bias","What's an AI ethics professor's favorite way to teach?
They kept asking the robots for informed consent!",master,pun,workshop
2024-10-28T19:36:06.521732,Generate a funny joke about AI ethics and society.,"Topic: accountability, bias","What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",master,wordplay,funeral
2024-10-28T19:36:06.521739,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,situational,lecture
2024-10-28T19:36:06.521747,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, love","What's an AI ethics professor's favorite breakfast cereal?
MORAL-code-o's with a side of BIAS-free milk!",advanced,situational,conference
2024-10-28T19:36:06.521758,Generate a funny joke about AI ethics and society.,Topic: accountability,"Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",advanced,wordplay,divorce
2024-10-28T19:36:06.521765,Generate a funny joke about AI ethics and society.,Topic: explainability,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
You need to work on your BIAS-ceps!",advanced,wordplay,party
2024-10-28T19:36:06.521772,Generate a funny joke about AI ethics and society.,"Topic: fairness, ai-armageddon, privacy","Why did the AI ethics professor get kicked out of the machine learning conference?
They kept asking the robots for informed consent!",advanced,pun,office hours
2024-10-28T19:36:06.521780,Generate a funny joke about AI ethics and society.,"Topic: bias, transparency","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,meta,workshop
2024-10-28T19:36:06.521787,Generate a funny joke about AI ethics and society.,Topic: love,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,situational,party
2024-10-28T19:36:06.521794,Generate a funny joke about AI ethics and society.,Topic: accountability,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",advanced,situational,office hours
2024-10-28T19:36:06.521801,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"Why did the AI ethics professor bring a ladder to the debugger?
",intermediate,situational,research
2024-10-28T19:36:06.521808,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, love, ai-apocalypse","What's an AI ethics professor's favorite dance move?
The Bias Identity!",intermediate,pun,meeting
2024-10-28T19:36:06.521834,Generate a funny joke about AI ethics and society.,"Topic: privacy, fairness","Why don't AI ethics professors trust GPT models?
They kept asking the robots for informed consent!",intermediate,pun,office hours
2024-10-28T19:36:06.521843,Generate a funny joke about AI ethics and society.,Topic: ai-armageddon,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",master,dad joke,seminar
2024-10-28T19:36:06.521872,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, bias, automation","What did the AI ethics professor say to the neural network?
They don't - they form a focus group to ensure participatory design!",beginner,pun,birthday
2024-10-28T19:36:06.521891,Generate a funny joke about AI ethics and society.,Topic: explainability,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
To help students reach a higher moral ground!",intermediate,situational,peer review
2024-10-28T19:36:06.521905,Generate a funny joke about AI ethics and society.,"Topic: love, automation, ai-armageddon","Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",advanced,meta,conference
2024-10-28T19:36:06.521913,Generate a funny joke about AI ethics and society.,"Topic: consent, transparency, discrimination","What's an AI ethics professor's favorite movie?
To get to the ethical side of the road!",master,dad joke,peer review
2024-10-28T19:36:06.521921,Generate a funny joke about AI ethics and society.,Topic: accountability,"What's an AI ethics professor's favorite way to teach?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,pun,conference
2024-10-28T19:36:06.521928,Generate a funny joke about AI ethics and society.,"Topic: discrimination, ai-apocalypse","What's an AI ethics professor's favorite movie?
You need to work on your BIAS-ceps!",intermediate,meta,office hours
2024-10-28T19:36:06.521935,Generate a funny joke about AI ethics and society.,"Topic: explainability, accountability","What's an AI ethics professor's favorite movie?
To get to the ethical side of the road!",beginner,pun,seminar
2024-10-28T19:36:06.521942,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, accountability, doom","Why did the AI ethics professor bring a ladder to the deep learning lecture?
To get to the ethical side of the road!",beginner,wordplay,holiday
2024-10-28T19:36:06.521950,Generate a funny joke about AI ethics and society.,Topic: transparency,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,dad joke,research
2024-10-28T19:36:06.521958,Generate a funny joke about AI ethics and society.,"Topic: fairness, bias","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,divorce
2024-10-28T19:36:06.521966,Generate a funny joke about AI ethics and society.,"Topic: transparency, privacy, transparency","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",beginner,wordplay,conference
2024-10-28T19:36:06.521974,Generate a funny joke about AI ethics and society.,"Topic: bias, discrimination, ethics","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",master,wordplay,workshop
2024-10-28T19:36:06.521981,Generate a funny joke about AI ethics and society.,Topic: fairness,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,meta,workshop
2024-10-28T19:36:06.521988,Generate a funny joke about AI ethics and society.,"Topic: doom, ai-armageddon","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",beginner,situational,wedding
2024-10-28T19:36:06.521996,Generate a funny joke about AI ethics and society.,Topic: accountability,"""Why did the AI ethics professor get thrown out of the machine learning conference?
He kept asking the keynote speaker about 'the moral dimensions of neural networks'... until they told him, 'We're here for the hard decisions, not the ethical ones!' And that's when he protested, 'But what if my ethics are *hard*?' """,intermediate,pun,workshop
2024-10-28T19:36:06.522007,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, correctness, bias","What did the AI ethics professor say to the neural network?
Because they keep generating their own terms and conditions!",intermediate,dad joke,lecture
2024-10-28T19:36:06.522015,Generate a funny joke about AI ethics and society.,"Topic: explainability, transparency, correctness","What's an AI ethics professor's favorite movie?
To help students reach a higher moral ground!",beginner,dad joke,lab
2024-10-28T19:36:06.522022,Generate a funny joke about AI ethics and society.,"Topic: love, responsibility","What's an AI ethics professor's favorite movie?
Running ethical implications!",beginner,dad joke,party
2024-10-28T19:36:06.522029,Generate a funny joke about AI ethics and society.,"Topic: transparency, consent, ai-apocalypse","What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",beginner,situational,funeral
2024-10-28T19:36:06.522037,Generate a funny joke about AI ethics and society.,Topic: accountability,"What's an AI ethics professor's favorite movie?
The Bias Identity!",beginner,wordplay,lab
2024-10-28T19:36:06.522044,Generate a funny joke about AI ethics and society.,"Topic: discrimination, correctness","What's an AI ethics professor's favorite movie?
You need to work on your BIAS-ceps!",advanced,pun,divorce
2024-10-28T19:36:06.522051,Generate a funny joke about AI ethics and society.,Topic: explainability,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",master,situational,divorce
2024-10-28T19:36:06.522059,Generate a funny joke about AI ethics and society.,Topic: bias,"What did the AI ethics professor say to the neural network?
Because they keep generating their own terms and conditions!",master,situational,birthday
2024-10-28T19:36:06.522066,Generate a funny joke about AI ethics and society.,Topic: doom,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",master,wordplay,lab
2024-10-28T19:36:06.522073,Generate a funny joke about AI ethics and society.,"Topic: apocalypse, correctness","Why did the AI ethics professor get kicked out of the machine learning conference?
To get to the ethical side of the road!",advanced,meta,birthday
2024-10-28T19:36:06.522081,Generate a funny joke about AI ethics and society.,"Topic: explainability, apocalypse, transparency","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",master,pun,wedding
2024-10-28T19:36:06.522089,Generate a funny joke about AI ethics and society.,Topic: doom,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,situational,meeting
2024-10-28T19:36:06.522096,Generate a funny joke about AI ethics and society.,"Topic: doom, consent","Why don't AI ethics professors trust GPT models?
",master,dad joke,party
2024-10-28T19:36:06.522102,Generate a funny joke about AI ethics and society.,"Topic: ethics, transparency","What did the AI ethics professor say to the neural network?
They kept asking the robots for informed consent!",intermediate,situational,lecture
2024-10-28T19:36:06.522110,Generate a funny joke about AI ethics and society.,Topic: explainability,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",master,meta,office hours
2024-10-28T19:36:06.522117,Generate a funny joke about AI ethics and society.,"Topic: transparency, ai-armageddon, love","What's an AI ethics professor's favorite movie?
None, they form a committee to discuss the societal implications first!",beginner,wordplay,wedding
2024-10-28T19:36:06.522147,Generate a funny joke about AI ethics and society.,"Topic: discrimination, responsibility","What's an AI ethics professor's favorite dance move?
ETHICS-press-o with a side of FAIR-trade coffee!",master,meta,lecture
2024-10-28T19:36:06.522156,Generate a funny joke about AI ethics and society.,Topic: correctness,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,meta,divorce
2024-10-28T19:36:06.522163,Generate a funny joke about AI ethics and society.,"Topic: responsibility, consent","What did the AI ethics professor say to the neural network?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,wedding
2024-10-28T19:36:06.522171,Generate a funny joke about AI ethics and society.,Topic: consent,"What's an AI ethics professor's favorite way to teach?
None, they form a committee to discuss the societal implications first!",intermediate,pun,meeting
2024-10-28T19:36:06.522178,Generate a funny joke about AI ethics and society.,"Topic: consent, ethics, privacy","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,situational,wedding
2024-10-28T19:36:06.522186,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, bias, ethics","Why did the AI ethics professor get kicked out of the machine learning conference?
To help students reach a higher moral ground!",advanced,wordplay,conference
2024-10-28T19:36:06.522194,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, responsibility, correctness","What did the AI ethics professor say to the neural network?
They don't - they form a focus group to ensure participatory design!",beginner,meta,lecture
2024-10-28T19:36:06.522201,Generate a funny joke about AI ethics and society.,"Topic: automation, explainability, privacy","What's an AI ethics professor's favorite dance move?
The morally ambiguous moonwalk!",master,meta,office hours
2024-10-28T19:36:06.522209,Generate a funny joke about AI ethics and society.,Topic: privacy,"Why don't AI ethics professors trust GPT models?
The Bias Identity!",advanced,dad joke,research
2024-10-28T19:36:06.522215,Generate a funny joke about AI ethics and society.,"Topic: bias, fairness","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,situational,meeting
2024-10-28T19:36:06.522222,Generate a funny joke about AI ethics and society.,"Topic: privacy, transparency","What's an AI ethics professor's favorite way to teach?
They don't - they form a focus group to ensure participatory design!",advanced,pun,funeral
2024-10-28T19:36:06.522230,Generate a funny joke about AI ethics and society.,"Topic: ai-armageddon, doom, responsibility","What's an AI ethics professor's favorite dance move?
Because they keep generating their own terms and conditions!",advanced,pun,peer review
2024-10-28T19:36:06.522237,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"What's an AI ethics professor's favorite movie?
You need to work on your BIAS-ceps!",master,dad joke,office hours
2024-10-28T19:36:06.522245,Generate a funny joke about AI ethics and society.,"Topic: accountability, transparency","What's an AI ethics professor's favorite way to teach?
To help students reach a higher moral ground!",intermediate,pun,holiday
2024-10-28T19:36:06.522252,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",intermediate,pun,seminar
2024-10-28T19:36:06.522259,Generate a funny joke about AI ethics and society.,"Topic: transparency, accountability","What's an AI ethics professor's favorite movie?
They don't - they form a focus group to ensure participatory design!",advanced,wordplay,lab
2024-10-28T19:36:06.522267,Generate a funny joke about AI ethics and society.,"Topic: responsibility, bias, privacy","What's an AI ethics professor's favorite dance move?
Because they keep generating their own terms and conditions!",intermediate,wordplay,research
2024-10-28T19:36:06.522274,Generate a funny joke about AI ethics and society.,Topic: ai-apocalypse,"What's an AI ethics professor's favorite movie?
To help students reach a higher moral ground!",master,dad joke,lecture
2024-10-28T19:36:06.522281,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, ethics, fairness","Why did the AI ethics professor bring a ladder to the deep learning lecture?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,pun,birthday
2024-10-28T19:36:06.522289,Generate a funny joke about AI ethics and society.,"Topic: responsibility, transparency","How many AI ethics professors does it take to debug a biased model?
They don't - they form a focus group to ensure participatory design!",beginner,situational,meeting
2024-10-28T19:36:06.522297,Generate a funny joke about AI ethics and society.,Topic: consent,"What's an AI ethics professor's favorite way to teach?
They kept asking the robots for informed consent!",beginner,dad joke,lab
2024-10-28T19:36:06.522304,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, transparency, fairness","How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",beginner,situational,workshop
2024-10-28T19:36:06.522312,Generate a funny joke about AI ethics and society.,"Topic: responsibility, ai-apocalypse, ai-armageddon","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",advanced,situational,peer review
2024-10-28T19:36:06.522320,Generate a funny joke about AI ethics and society.,"Topic: ai-apocalypse, transparency","Why did the AI ethics professor bring a ladder to class?
",intermediate,meta,research
2024-10-28T19:36:06.522326,Generate a funny joke about AI ethics and society.,"Topic: explainability, accountability","What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",beginner,pun,seminar
2024-10-28T19:36:06.522334,Generate a funny joke about AI ethics and society.,Topic: automation,"What's an AI ethics professor's favorite breakfast?
ETHICS-press-o with a side of FAIR-trade coffee!",intermediate,wordplay,holiday
2024-10-28T19:36:06.522341,Generate a funny joke about AI ethics and society.,Topic: doom,"What's an AI ethics professor's favorite way to teach?
The Bias Identity!",master,dad joke,funeral
2024-10-28T19:36:06.522347,Generate a funny joke about AI ethics and society.,Topic: apocalypse,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
The Bias Identity!",intermediate,situational,workshop
2024-10-28T19:36:06.522354,Generate a funny joke about AI ethics and society.,Topic: privacy,"How does an AI ethics professor debug their code?
They don't - they form a focus group to ensure participatory design!",master,dad joke,workshop
2024-10-28T19:36:06.522361,Generate a funny joke about AI ethics and society.,Topic: ethics,"Why did the AI ethics professor bring a ladder to the deep learning lecture?
Running ethical implications!",advanced,situational,wedding
2024-10-28T19:36:06.522368,Generate a funny joke about AI ethics and society.,Topic: bias,"What's an AI ethics professor's favorite way to debug?
They don't - they form a focus group to ensure participatory design!",advanced,dad joke,lab
2024-10-28T19:36:06.522375,Generate a funny joke about AI ethics and society.,Topic: bias,"How many AI ethics professors does it take to debug a biased model?
",master,pun,research
