timestamp,setup,punchline,concepts,difficulty,type,context
2024-10-28T19:36:06.512063,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,explainability,master,meta,meeting
2024-10-28T19:36:06.512072,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","love,privacy,apocalypse",intermediate,wordplay,funeral
2024-10-28T19:36:06.512080,What's an AI ethics professor's favorite movie?,"""The Graduate""... or at least that's what their neural network predicted after running 10,000 simulations with various input variables and weighted feedback loops.",ethics,beginner,meta,research
2024-10-28T19:36:06.512091,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The responsible AI shuffle!,"privacy,doom",beginner,meta,meeting
2024-10-28T19:36:06.512098,Why don't AI ethics professors trust GPT models?,They kept asking the robots for informed consent!,ai-armageddon,advanced,dad joke,peer review
2024-10-28T19:36:06.512107,What's an AI ethics professor's favorite dance move?,"None, they form a committee to discuss the societal implications first!",love,master,dad joke,research
2024-10-28T19:36:06.512115,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"accountability,explainability",advanced,meta,lab
2024-10-28T19:36:06.512123,What's an AI ethics professor's favorite exercise?,You need to work on your BIAS-ceps!,"doom,ai-armageddon,apocalypse",beginner,dad joke,party
2024-10-28T19:36:06.512131,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,apocalypse,beginner,meta,funeral
2024-10-28T19:36:06.512139,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,apocalypse",advanced,meta,research
2024-10-28T19:36:06.512148,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","apocalypse,fairness,discrimination",intermediate,pun,conference
2024-10-28T19:36:06.512157,What's an AI ethics professor's favorite way to teach?,You need to work on your BIAS-ceps!,responsibility,intermediate,meta,wedding
2024-10-28T19:36:06.512164,Why don't AI ethics professors trust GPT models?,The Bias Identity!,"responsibility,consent",advanced,dad joke,peer review
2024-10-28T19:36:06.512171,What's an AI ethics professor's favorite way to teach?,To get to the ethical side of the road!,accountability,beginner,dad joke,lecture
2024-10-28T19:36:06.512179,Why don't AI ethics professors trust GPT models?,The Bias Identity!,"fairness,bias,ai-apocalypse",intermediate,dad joke,office hours
2024-10-28T19:36:06.512186,What did the AI ethics professor say to the neural network?,The responsible AI shuffle!,"transparency,consent",advanced,wordplay,office hours
2024-10-28T19:36:06.512194,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"transparency,explainability,discrimination",beginner,wordplay,lecture
2024-10-28T19:36:06.512203,What's an AI ethics professor's favorite movie?,The responsible AI shuffle!,ai-armageddon,advanced,dad joke,funeral
2024-10-28T19:36:06.512210,What's an AI ethics professor's favorite movie?,The Bias Identity!,"ai-apocalypse,transparency",master,dad joke,lecture
2024-10-28T19:36:06.512218,Why did the AI ethics professor bring a ladder to the deep learning lecture?,To get to the ethical side of the road!,discrimination,beginner,pun,seminar
2024-10-28T19:36:06.512225,What did the AI ethics professor say to the neural network?,To get to the ethical side of the road!,"responsibility,accountability",advanced,dad joke,lecture
2024-10-28T19:36:06.512234,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,transparency,advanced,situational,holiday
2024-10-28T19:36:06.512242,Why did the AI ethics professor get kicked out of the machine learning conference?,They don't - they form a focus group to ensure participatory design!,"correctness,privacy,transparency",intermediate,situational,lecture
2024-10-28T19:36:06.512252,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"consent,correctness,responsibility",intermediate,pun,workshop
2024-10-28T19:36:06.512260,Why did the AI ethics professor get kicked out of the machine learning conference?,You need to work on your BIAS-ceps!,apocalypse,intermediate,meta,office hours
2024-10-28T19:36:06.512268,Here's a punchline that maintains the original theme but adds more layers of humor:,,"ai-armageddon,doom",intermediate,pun,funeral
2024-10-28T19:36:06.512305,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,"accountability,bias",intermediate,pun,research
2024-10-28T19:36:06.512315,What did the AI ethics professor say to the neural network?,Because they keep generating their own terms and conditions!,"ai-armageddon,responsibility,ethics",master,pun,holiday
2024-10-28T19:36:06.512324,What's an AI ethics professor's favorite way to teach?,To get to the ethical side of the road!,bias,advanced,meta,divorce
2024-10-28T19:36:06.512331,What's an AI ethics professor's favorite movie?,ETHICS-press-o with a side of FAIR-trade coffee!,"explainability,consent,discrimination",advanced,pun,research
2024-10-28T19:36:06.512339,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,"fairness,apocalypse",intermediate,meta,seminar
2024-10-28T19:36:06.512347,What's an AI ethics professor's favorite exercise?,Running ethical implications!,"bias,ethics",intermediate,wordplay,funeral
2024-10-28T19:36:06.512355,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,apocalypse,master,dad joke,peer review
2024-10-28T19:36:06.512363,Why did the AI ethics professor get kicked out of the machine learning conference?,The Bias Identity!,"correctness,responsibility",beginner,meta,seminar
2024-10-28T19:36:06.512371,What's an AI ethics professor's favorite way to teach?,To help students reach a higher moral ground!,"accountability,consent,love",advanced,pun,office hours
2024-10-28T19:36:06.512379,What's an AI ethics professor's favorite way to teach?,You need to work on your BIAS-ceps!,"explainability,correctness",advanced,meta,peer review
2024-10-28T19:36:06.512387,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,transparency,beginner,dad joke,funeral
2024-10-28T19:36:06.512395,Why don't AI ethics professors trust GPT models?,Because they keep generating their own terms and conditions!,transparency,master,meta,office hours
2024-10-28T19:36:06.512403,Why did the AI ethics professor get kicked out of the machine learning conference?,The Bias Identity!,"correctness,bias,accountability",intermediate,meta,holiday
2024-10-28T19:36:06.512411,Why did the AI ethics professor get kicked out of the machine learning conference?,"None, they form a committee to discuss the societal implications first!","ethics,transparency,explainability",master,meta,party
2024-10-28T19:36:06.512419,What's an AI ethics professor's favorite breakfast order at a cafe?,"""I'll have an ETHICS-ally sound omelette, hold the bias, and a side of FAIR-trade coffee. And make sure it's not been trained on any discriminatory datasets!""","fairness,transparency",beginner,meta,party
2024-10-28T19:36:06.512430,Why did the AI ethics professor get kicked out of the machine learning conference?,Running ethical implications!,explainability,advanced,dad joke,lab
2024-10-28T19:36:06.512438,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"bias,doom",beginner,situational,conference
2024-10-28T19:36:06.512447,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,apocalypse,beginner,pun,office hours
2024-10-28T19:36:06.512455,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"accountability,ai-apocalypse",intermediate,dad joke,conference
2024-10-28T19:36:06.512466,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"consent,discrimination",master,pun,peer review
2024-10-28T19:36:06.512474,How many ethics professors does it take to debug a biased AI model?,,"fairness,automation,ai-armageddon",master,pun,workshop
2024-10-28T19:36:06.512481,How many AI ethics professors does it take to debug a biased model?,,"fairness,privacy,ethics",advanced,situational,lecture
2024-10-28T19:36:06.512490,What's an AI ethics professor's favorite way to teach?,To help students reach a higher moral ground!,correctness,advanced,meta,conference
2024-10-28T19:36:06.512497,How many AI ethics professors does it take to debug a biased model?,,automation,master,pun,meeting
2024-10-28T19:36:06.512505,What's an AI ethics professor's favorite exercise?,To get to the ethical side of the road!,transparency,master,meta,peer review
2024-10-28T19:36:06.512512,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,transparency,beginner,meta,lab
2024-10-28T19:36:06.512520,What did the AI ethics professor say to the neural network?,"None, they form a committee to discuss the societal implications first!","automation,love,apocalypse",advanced,wordplay,office hours
2024-10-28T19:36:06.512529,What's an AI ethics professor's favorite way to teach?,They kept asking the robots for informed consent!,"discrimination,bias",master,pun,workshop
2024-10-28T19:36:06.512536,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!","accountability,bias",master,wordplay,funeral
2024-10-28T19:36:06.512544,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,ai-armageddon,intermediate,situational,lecture
2024-10-28T19:36:06.512553,What's an AI ethics professor's favorite breakfast cereal?,MORAL-code-o's with a side of BIAS-free milk!,"apocalypse,love",advanced,situational,conference
2024-10-28T19:36:06.512561,Why don't AI ethics professors trust GPT models?,They kept asking the robots for informed consent!,accountability,advanced,wordplay,divorce
2024-10-28T19:36:06.512568,Why did the AI ethics professor bring a ladder to the deep learning lecture?,You need to work on your BIAS-ceps!,explainability,advanced,wordplay,party
2024-10-28T19:36:06.512576,Why did the AI ethics professor get kicked out of the machine learning conference?,They kept asking the robots for informed consent!,"fairness,ai-armageddon,privacy",advanced,pun,office hours
2024-10-28T19:36:06.512585,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"bias,transparency",advanced,meta,workshop
2024-10-28T19:36:06.512593,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,love,master,situational,party
2024-10-28T19:36:06.512601,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,accountability,advanced,situational,office hours
2024-10-28T19:36:06.512610,Why did the AI ethics professor bring a ladder to the debugger?,,apocalypse,intermediate,situational,research
2024-10-28T19:36:06.512616,What's an AI ethics professor's favorite dance move?,The Bias Identity!,"ai-armageddon,love,ai-apocalypse",intermediate,pun,meeting
2024-10-28T19:36:06.512624,Why don't AI ethics professors trust GPT models?,They kept asking the robots for informed consent!,"privacy,fairness",intermediate,pun,office hours
2024-10-28T19:36:06.512632,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,ai-armageddon,master,dad joke,seminar
2024-10-28T19:36:06.512641,What did the AI ethics professor say to the neural network?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,bias,automation",beginner,pun,birthday
2024-10-28T19:36:06.512649,Why did the AI ethics professor bring a ladder to the deep learning lecture?,To help students reach a higher moral ground!,explainability,intermediate,situational,peer review
2024-10-28T19:36:06.512658,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The Bias Identity!,"love,automation,ai-armageddon",advanced,meta,conference
2024-10-28T19:36:06.512666,What's an AI ethics professor's favorite movie?,To get to the ethical side of the road!,"consent,transparency,discrimination",master,dad joke,peer review
2024-10-28T19:36:06.512702,What's an AI ethics professor's favorite way to teach?,ETHICS-press-o with a side of FAIR-trade coffee!,accountability,beginner,pun,conference
2024-10-28T19:36:06.512711,What's an AI ethics professor's favorite movie?,You need to work on your BIAS-ceps!,"discrimination,ai-apocalypse",intermediate,meta,office hours
2024-10-28T19:36:06.512720,What's an AI ethics professor's favorite movie?,To get to the ethical side of the road!,"explainability,accountability",beginner,pun,seminar
2024-10-28T19:36:06.512728,Why did the AI ethics professor bring a ladder to the deep learning lecture?,To get to the ethical side of the road!,"ai-apocalypse,accountability,doom",beginner,wordplay,holiday
2024-10-28T19:36:06.512736,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,transparency,beginner,dad joke,research
2024-10-28T19:36:06.512745,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"fairness,bias",advanced,dad joke,divorce
2024-10-28T19:36:06.512753,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"transparency,privacy,transparency",beginner,wordplay,conference
2024-10-28T19:36:06.512762,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,discrimination,ethics",master,wordplay,workshop
2024-10-28T19:36:06.512770,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,fairness,intermediate,meta,workshop
2024-10-28T19:36:06.512778,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"doom,ai-armageddon",beginner,situational,wedding
2024-10-28T19:36:06.512796,"""Why did the AI ethics professor get thrown out of the machine learning conference?","He kept asking the keynote speaker about 'the moral dimensions of neural networks'... until they told him, 'We're here for the hard decisions, not the ethical ones!' And that's when he protested, 'But what if my ethics are *hard*?' """,accountability,intermediate,pun,workshop
2024-10-28T19:36:06.512809,What did the AI ethics professor say to the neural network?,Because they keep generating their own terms and conditions!,"ai-armageddon,correctness,bias",intermediate,dad joke,lecture
2024-10-28T19:36:06.512818,What's an AI ethics professor's favorite movie?,To help students reach a higher moral ground!,"explainability,transparency,correctness",beginner,dad joke,lab
2024-10-28T19:36:06.512827,What's an AI ethics professor's favorite movie?,Running ethical implications!,"love,responsibility",beginner,dad joke,party
2024-10-28T19:36:06.512834,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"transparency,consent,ai-apocalypse",beginner,situational,funeral
2024-10-28T19:36:06.512843,What's an AI ethics professor's favorite movie?,The Bias Identity!,accountability,beginner,wordplay,lab
2024-10-28T19:36:06.512850,What's an AI ethics professor's favorite movie?,You need to work on your BIAS-ceps!,"discrimination,correctness",advanced,pun,divorce
2024-10-28T19:36:06.512857,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,explainability,master,situational,divorce
2024-10-28T19:36:06.512865,What did the AI ethics professor say to the neural network?,Because they keep generating their own terms and conditions!,bias,master,situational,birthday
2024-10-28T19:36:06.512873,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,doom,master,wordplay,lab
2024-10-28T19:36:06.512881,Why did the AI ethics professor get kicked out of the machine learning conference?,To get to the ethical side of the road!,"apocalypse,correctness",advanced,meta,birthday
2024-10-28T19:36:06.512889,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"explainability,apocalypse,transparency",master,pun,wedding
2024-10-28T19:36:06.512898,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,doom,master,situational,meeting
2024-10-28T19:36:06.512906,Why don't AI ethics professors trust GPT models?,,"doom,consent",master,dad joke,party
2024-10-28T19:36:06.512913,What did the AI ethics professor say to the neural network?,They kept asking the robots for informed consent!,"ethics,transparency",intermediate,situational,lecture
2024-10-28T19:36:06.512921,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,explainability,master,meta,office hours
2024-10-28T19:36:06.512929,What's an AI ethics professor's favorite movie?,"None, they form a committee to discuss the societal implications first!","transparency,ai-armageddon,love",beginner,wordplay,wedding
2024-10-28T19:36:06.512937,What's an AI ethics professor's favorite dance move?,ETHICS-press-o with a side of FAIR-trade coffee!,"discrimination,responsibility",master,meta,lecture
2024-10-28T19:36:06.512945,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,correctness,intermediate,meta,divorce
2024-10-28T19:36:06.512952,What did the AI ethics professor say to the neural network?,They don't - they form a focus group to ensure participatory design!,"responsibility,consent",intermediate,pun,wedding
2024-10-28T19:36:06.512961,What's an AI ethics professor's favorite way to teach?,"None, they form a committee to discuss the societal implications first!",consent,intermediate,pun,meeting
2024-10-28T19:36:06.512969,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"consent,ethics,privacy",advanced,situational,wedding
2024-10-28T19:36:06.512977,Why did the AI ethics professor get kicked out of the machine learning conference?,To help students reach a higher moral ground!,"ai-apocalypse,bias,ethics",advanced,wordplay,conference
2024-10-28T19:36:06.512986,What did the AI ethics professor say to the neural network?,They don't - they form a focus group to ensure participatory design!,"ai-armageddon,responsibility,correctness",beginner,meta,lecture
2024-10-28T19:36:06.512995,What's an AI ethics professor's favorite dance move?,The morally ambiguous moonwalk!,"automation,explainability,privacy",master,meta,office hours
2024-10-28T19:36:06.513003,Why don't AI ethics professors trust GPT models?,The Bias Identity!,privacy,advanced,dad joke,research
2024-10-28T19:36:06.513010,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"bias,fairness",intermediate,situational,meeting
2024-10-28T19:36:06.513018,What's an AI ethics professor's favorite way to teach?,They don't - they form a focus group to ensure participatory design!,"privacy,transparency",advanced,pun,funeral
2024-10-28T19:36:06.513027,What's an AI ethics professor's favorite dance move?,Because they keep generating their own terms and conditions!,"ai-armageddon,doom,responsibility",advanced,pun,peer review
2024-10-28T19:36:06.513034,What's an AI ethics professor's favorite movie?,You need to work on your BIAS-ceps!,apocalypse,master,dad joke,office hours
2024-10-28T19:36:06.513041,What's an AI ethics professor's favorite way to teach?,To help students reach a higher moral ground!,"accountability,transparency",intermediate,pun,holiday
2024-10-28T19:36:06.513050,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,apocalypse,intermediate,pun,seminar
2024-10-28T19:36:06.513059,What's an AI ethics professor's favorite movie?,They don't - they form a focus group to ensure participatory design!,"transparency,accountability",advanced,wordplay,lab
2024-10-28T19:36:06.513096,What's an AI ethics professor's favorite dance move?,Because they keep generating their own terms and conditions!,"responsibility,bias,privacy",intermediate,wordplay,research
2024-10-28T19:36:06.513108,What's an AI ethics professor's favorite movie?,To help students reach a higher moral ground!,ai-apocalypse,master,dad joke,lecture
2024-10-28T19:36:06.513115,Why did the AI ethics professor bring a ladder to the deep learning lecture?,ETHICS-press-o with a side of FAIR-trade coffee!,"ai-apocalypse,ethics,fairness",beginner,pun,birthday
2024-10-28T19:36:06.513124,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"responsibility,transparency",beginner,situational,meeting
2024-10-28T19:36:06.513133,What's an AI ethics professor's favorite way to teach?,They kept asking the robots for informed consent!,consent,beginner,dad joke,lab
2024-10-28T19:36:06.513140,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"ai-apocalypse,transparency,fairness",beginner,situational,workshop
2024-10-28T19:36:06.513149,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"responsibility,ai-apocalypse,ai-armageddon",advanced,situational,peer review
2024-10-28T19:36:06.513158,Why did the AI ethics professor bring a ladder to class?,,"ai-apocalypse,transparency",intermediate,meta,research
2024-10-28T19:36:06.513166,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"explainability,accountability",beginner,pun,seminar
2024-10-28T19:36:06.513174,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,automation,intermediate,wordplay,holiday
2024-10-28T19:36:06.513181,What's an AI ethics professor's favorite way to teach?,The Bias Identity!,doom,master,dad joke,funeral
2024-10-28T19:36:06.513188,Why did the AI ethics professor bring a ladder to the deep learning lecture?,The Bias Identity!,apocalypse,intermediate,situational,workshop
2024-10-28T19:36:06.513196,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,privacy,master,dad joke,workshop
2024-10-28T19:36:06.513203,Why did the AI ethics professor bring a ladder to the deep learning lecture?,Running ethical implications!,ethics,advanced,situational,wedding
2024-10-28T19:36:06.513211,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,bias,advanced,dad joke,lab
2024-10-28T19:36:06.513219,How many AI ethics professors does it take to debug a biased model?,,bias,master,pun,research
2024-10-28T19:36:06.513225,Why did the AI ethics professors bring a ladder to debug a biased model?,,"transparency,love,explainability",master,wordplay,holiday
2024-10-28T19:36:06.513234,What's an AI ethics professor's favorite exercise?,You need to work on your BIAS-ceps!,ai-apocalypse,beginner,meta,lecture
2024-10-28T19:36:06.513241,Why did the AI ethics professor get kicked out of the machine learning conference?,Running ethical implications!,bias,beginner,pun,conference
2024-10-28T19:36:06.513248,Why don't AI ethics professors trust GPT models?,Running ethical implications!,apocalypse,master,situational,wedding
2024-10-28T19:36:06.513256,Why don't AI ethics professors trust GPT models?,ETHICS-press-o with a side of FAIR-trade coffee!,"discrimination,correctness",beginner,wordplay,party
2024-10-28T19:36:06.513263,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,ai-apocalypse,beginner,dad joke,birthday
2024-10-28T19:36:06.513272,What's an AI ethics professor's favorite way to teach?,Because they keep generating their own terms and conditions!,ai-apocalypse,advanced,meta,meeting
2024-10-28T19:36:06.513280,What's an AI ethics professor's favorite way to teach?,They kept asking the robots for informed consent!,doom,beginner,pun,meeting
2024-10-28T19:36:06.513287,Why did the AI ethics professor bring a *step ladder* to the deep learning lecture?,,"explainability,accountability,ethics",intermediate,pun,conference
2024-10-28T19:36:06.513295,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,bias,intermediate,wordplay,party
2024-10-28T19:36:06.513303,Why did the AI ethics professor get kicked out of the machine learning conference?,"None, they form a committee to discuss the societal implications first!",accountability,master,wordplay,funeral
2024-10-28T19:36:06.513312,What's an AI ethics professor's favorite exercise?,The responsible AI shuffle!,"doom,privacy",beginner,dad joke,peer review
2024-10-28T19:36:06.513319,What's an AI ethics professor's favorite dance move?,They kept asking the robots for informed consent!,"consent,apocalypse",advanced,pun,wedding
2024-10-28T19:36:06.513326,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"consent,responsibility",advanced,meta,divorce
2024-10-28T19:36:06.513334,Why did the AI ethics professor bring a ladder to the deep learning lecture?,Running ethical implications!,"privacy,transparency,consent",intermediate,dad joke,wedding
2024-10-28T19:36:06.513342,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"ethics,ai-armageddon,fairness",advanced,situational,seminar
2024-10-28T19:36:06.513351,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"consent,ethics,transparency",advanced,wordplay,lecture
2024-10-28T19:36:06.513359,What's an AI ethics professor's favorite exercise?,ETHICS-press-o with a side of FAIR-trade coffee!,"correctness,ai-armageddon",intermediate,dad joke,birthday
2024-10-28T19:36:06.513367,What's an AI ethics professor's favorite exercise?,To get to the ethical side of the road!,responsibility,advanced,wordplay,wedding
2024-10-28T19:36:06.513374,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,automation,master,wordplay,party
2024-10-28T19:36:06.513382,Why don't AI ethics professors trust GPT models?,To get to the ethical side of the road!,love,advanced,meta,office hours
2024-10-28T19:36:06.513389,What's an AI ethics professor's favorite exercise?,The responsible AI shuffle!,"apocalypse,privacy,fairness",intermediate,meta,peer review
2024-10-28T19:36:06.513397,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,automation,master,dad joke,peer review
2024-10-28T19:36:06.513405,What did the AI ethics professor say to the neural network?,Running ethical implications!,correctness,advanced,meta,funeral
2024-10-28T19:36:06.513412,Here's a revised version with a few tweaks for added humor:,,"correctness,explainability,consent",intermediate,dad joke,office hours
2024-10-28T19:36:06.513421,What's an AI ethics professor's favorite dance move?,You need to work on your BIAS-ceps!,"automation,ai-armageddon",intermediate,meta,divorce
2024-10-28T19:36:06.513428,What's an AI ethics professor's favorite dance move?,To help students reach a higher moral ground!,transparency,beginner,meta,peer review
2024-10-28T19:36:06.513436,What's an AI ethics professor's favorite dance move?,They don't - they form a focus group to ensure participatory design!,bias,intermediate,situational,office hours
2024-10-28T19:36:06.513444,What's an AI ethics professor's favorite exercise?,"None, they form a committee to discuss the societal implications first!",responsibility,beginner,pun,conference
2024-10-28T19:36:06.513453,What's an AI ethics professor's favorite exercise?,To help students reach a higher moral ground!,ethics,intermediate,meta,divorce
2024-10-28T19:36:06.513461,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"correctness,automation",advanced,dad joke,research
2024-10-28T19:36:06.513490,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"ethics,ai-armageddon",intermediate,wordplay,office hours
2024-10-28T19:36:06.513499,What's an AI ethics professor's favorite movie?,Because they keep generating their own terms and conditions!,"love,correctness",intermediate,situational,conference
2024-10-28T19:36:06.513508,What did the AI ethics professor say to the neural network?,Because they keep generating their own terms and conditions!,ai-armageddon,advanced,situational,lab
2024-10-28T19:36:06.513516,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"accountability,correctness",master,pun,office hours
2024-10-28T19:36:06.513524,What's an AI ethics professor's favorite movie?,The responsible AI shuffle!,"transparency,fairness,automation",intermediate,situational,peer review
2024-10-28T19:36:06.513532,Why don't AI ethics professors trust GPT models?,Because they keep generating their own terms and conditions!,"love,ai-armageddon",advanced,pun,wedding
2024-10-28T19:36:06.513539,What did the AI ethics professor say to the neural network?,Running ethical implications!,"ai-armageddon,transparency,correctness",beginner,wordplay,workshop
2024-10-28T19:36:06.513547,Why did the AI ethics professor get booed off stage at the machine learning conference?,,"automation,privacy",beginner,meta,funeral
2024-10-28T19:36:06.513555,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"transparency,automation",advanced,situational,lab
2024-10-28T19:36:06.513563,Here's a punchier version with an added twist:,,"transparency,explainability,ai-armageddon",master,dad joke,wedding
2024-10-28T19:36:06.513571,What's an AI ethics professor's favorite breakfast?,ETHICS-press-o with a side of FAIR-trade coffee!,"privacy,accountability",intermediate,wordplay,lecture
2024-10-28T19:36:06.513579,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"automation,transparency,privacy",advanced,dad joke,conference
2024-10-28T19:36:06.513587,How many AI ethics professors does it take to debug a biased model?,,"discrimination,automation,ai-armageddon",master,wordplay,office hours
2024-10-28T19:36:06.513596,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"bias,apocalypse,accountability",advanced,meta,lab
2024-10-28T19:36:06.513604,What's an AI ethics professor's favorite exercise?,ETHICS-press-o with a side of FAIR-trade coffee!,ai-apocalypse,advanced,situational,conference
2024-10-28T19:36:06.513612,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"correctness,accountability,transparency",master,dad joke,lab
2024-10-28T19:36:06.513630,What did the AI ethics professor say to the neural network?,The Bias Identity!,"transparency,explainability,consent",master,meta,lab
2024-10-28T19:36:06.513639,What's an AI ethics professor's favorite way to teach?,ETHICS-press-o with a side of FAIR-trade coffee!,apocalypse,beginner,meta,divorce
2024-10-28T19:36:06.513647,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"correctness,ethics,explainability",advanced,situational,office hours
2024-10-28T19:36:06.513656,How many AI ethics professors does it take to debug a biased model?,"Three. One to spot the bias, one to debate whether it's ethical or just ""creative diversity"", and another to argue that maybe the real issue is our society's deeply ingrained prejudices. By then, the model has learned to play chess and written a best-selling novel about its existential crisis.","discrimination,automation",advanced,dad joke,funeral
2024-10-28T19:36:06.513672,What's an AI ethics professor's favorite way to debug?,They don't - they form a focus group to ensure participatory design!,"apocalypse,consent,discrimination",beginner,meta,holiday
2024-10-28T19:36:06.513680,What's an AI ethics professor's favorite movie?,Because they keep generating their own terms and conditions!,"transparency,responsibility",beginner,pun,peer review
2024-10-28T19:36:06.513689,How many AI ethics professors does it take to debug a biased model?,They don't - they form a focus group to ensure participatory design!,"transparency,privacy,ai-apocalypse",intermediate,wordplay,meeting
2024-10-28T19:36:06.513698,What's an AI ethics professor's favorite dance move?,Running ethical implications!,"privacy,automation",master,wordplay,office hours
2024-10-28T19:36:06.513705,What's an AI ethics professor's favorite exercise?,You need to work on your BIAS-ceps!,ai-armageddon,intermediate,wordplay,holiday
2024-10-28T19:36:06.513712,Why don't AI ethics professors trust GPT models?,To help students reach a higher moral ground!,"explainability,love",advanced,dad joke,party
2024-10-28T19:36:06.513720,How does an AI ethics professor debug their code?,They don't - they form a focus group to ensure participatory design!,"consent,automation",beginner,meta,funeral
